,CAS,cSMILES
3360,64739-16-8,OC(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3361,484023-69-0,O=S(=O)([O-])CCCCOC(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[NH4+]
3362,148192-46-5,O=C(C(C(=O)C(F)(F)C(F)(F)C(F)(F)F)=P(c1ccccc1)(c1ccccc1)c1ccccc1)N1CCCCC1
3363,168834-06-8,CCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3364,1015420-87-7,CC[n+]1cccc(C)c1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3365,59665-24-6,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(Br)(Br)CBr
3366,84145-17-5,C=CCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3367,332350-90-0,CCCC[P+](CCCC)(CCCC)CC(C)OC.C[N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3368,230295-05-3,C=C(CC(=O)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=O)O
3369,82633-43-0,Cc1cc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)n[nH]1
3370,1353009-40-1,O=S(=O)(CCCNCCO)CCC(F)(C(F)(F)F)C(F)(F)F
3371,70473-74-4,COCCNC(=O)C(F)(F)C(F)(F)C(F)(F)F
3372,161123-65-5,CCOC(=O)CS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3373,51114-10-4,Cc1ccccc1C(F)(C(F)(F)F)C(F)(F)F
3374,170778-67-3,C[N+](C)(C)CCCNC(=O)c1ccc(OC(=C(C(F)(C(F)(F)F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F)C(F)(F)F)cc1.[I-]
3375,106873-67-0,CCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3376,82416-71-5,N#CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3377,25642-22-2,COC(=O)Nc1ccc(NC(=O)OC)c(C(F)(F)C(F)(F)C(F)(F)F)c1
3378,38850-58-7,C[N+](C)(CCO)CCCN(CCCS(=O)(=O)[O-])S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3379,203200-76-4,C/C(=C/C(=O)C(F)(F)C(F)(F)C(F)(F)F)NNC(=O)c1ccccc1
3380,24429-61-6,C=CCNC(=O)C(F)(F)C(F)(F)C(F)(F)F
3381,37338-48-0,CCN(CCOC(C)CO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3382,67939-87-1,CCN(CCOP(=O)(O)OCCN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3383,82422-25-1,O=C(SCc1ccccc1)c1ccccc1NC(=O)C(F)(F)C(F)(F)C(F)(F)F
3384,58431-34-8,O=P(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3385,51035-20-2,FC(F)(F)C(F)(F)C(F)(F)C1CO1
3386,79497-98-6,O=C(Nc1ccc(Cl)cc1)C(F)(F)C(F)(F)C(F)(F)F
3387,94200-53-0,O=P([O-])([O-])OCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F.[NH4+].[NH4+]
3388,678-98-8,CCCC(F)(F)C(F)(F)C(F)(F)F
3389,25979-02-6,Nc1nc(C(F)(F)C(F)(F)C(F)(F)F)n[nH]1
3390,38436-16-7,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CC[SiH2]C(Cl)Cl
3391,1980044-62-9,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC(I)CCCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3392,19108-36-2,OC(c1c(F)c(F)c(F)c(F)c1F)C(F)(F)C(F)(F)C(F)(F)F
3393,114221-75-9,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC(I)CCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3394,167289-73-8,CCCCCCCC/C=C\CCCCCCCC(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3395,68052-68-6,CC[NH3+].O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F
3396,94200-46-1,O=P([O-])([O-])OCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[NH4+].[NH4+]
3397,129560-87-8,O=C(O)c1ccc(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1
3398,73606-19-6,O=S(=O)([O-])C(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl.[K+]
3399,94200-54-1,O=P(O)(O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3400,90499-31-3,CCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3401,1652-60-4,C=CC(=O)OCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3402,143582-62-1,O=C(C(F)=C(F)C(F)(C(F)(F)F)C(F)(F)F)C(F)(F)C(F)(F)F
3403,1069085-53-5,FC(F)(F)C(F)(F)C(F)(F)C1=NCCN1c1ccccc1
3404,56734-81-7,O=CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3405,58671-35-5,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3406,892154-91-5,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCc1ccc(P(c2ccccc2)c2ccc(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2)cc1
3407,731858-15-4,O=[PH](O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3408,1401422-21-6,COc1ccc(C(OC[C@H]2OC(n3cnc4c(=O)[nH]c(NC(=O)C(C)C)nc43)C[C@@H]2OP(OCCC#N)N(C(C)C)C(C)C)(c2ccc(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2)c2ccc(OC)cc2)cc1
3409,93454-69-4,CCCCCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3410,1207299-71-5,N#Cc1ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1C#N
3411,234443-24-4,C=C(Br)C(F)(C(F)(F)F)C(F)(F)F
3412,1433216-60-4,O=c1[nH]c2ccc(C(F)(C(F)(F)F)C(F)(F)F)cc2s1
3413,883499-79-4,Cc1ccc(S(=O)(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1
3414,54950-05-9,O=C(CC(C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)[O-])OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Na+]
3415,40573-09-9,FC(F)=C(F)OC(F)(F)C(F)(F)C(F)(F)OC(F)(F)F
3416,1799-84-4,C=C(C)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3417,68555-71-5,CCN(CC(=O)[O-])S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Na+]
3418,1355554-50-5,Cc1c(C(=O)O)ccc(C(F)(C(F)(F)F)C(F)(F)F)c1S(=O)(=O)C(C)C
3419,39186-68-0,O=C([O-])CC[N+](CCO)(CCO)CCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3420,200112-75-0,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCI
3421,93128-66-6,CN(CC(=O)O)CC(O)CSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3422,164796-44-5,O=C(Nc1ccc([N+](=O)[O-])cc1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3423,146983-96-2,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCI
3424,2263-70-9,CCC(N)CC(F)(F)C(F)(F)C(F)(F)F.Cl
3425,355-25-9,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3426,1835251-99-4,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3427,17631-67-3,CC(C)(C)C(=O)[CH-]C(=O)C(F)(F)C(F)(F)C(F)(F)F.CC(C)(C)C(=O)[CH-]C(=O)C(F)(F)C(F)(F)C(F)(F)F.CC(C)(C)C(=O)[CH-]C(=O)C(F)(F)C(F)(F)C(F)(F)F.[Gd+3]
3428,357604-65-0,CS(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3429,2043-53-0,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCI
3430,18323-97-2,CC(C)(C)/C([O-])=C/C(=O)C(F)(F)C(F)(F)C(F)(F)F.CC(C)(C)/C([O-])=C/C(=O)C(F)(F)C(F)(F)C(F)(F)F.CC(C)(C)/C([O-])=C/C(=O)C(F)(F)C(F)(F)C(F)(F)F.[Ho+3]
3431,83846-71-3,C=CCC(C(=O)OC)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F
3432,376-97-6,FC(F)(F)C(F)(F)C(F)(F)C=CI
3433,1645842-67-6,CN(CC(O)CCl)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3434,240497-26-1,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CC[SnH](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3435,813-06-9,COC(=O)C=CC(F)(F)C(F)(F)C(F)(F)F
3436,147916-78-7,CC(=O)Nc1ncnc2[nH]c(C(F)(F)C(F)(F)C(F)(F)F)nc12
3437,630-31-9,N#[N+]c1ccc(Cl)cc1.O=C(O)C(F)(F)C(F)(F)C(F)(F)F.O=C([O-])C(F)(F)C(F)(F)C(F)(F)F
3438,72220-37-2,CCOP(CC)OCC.FC(F)(F)C(F)(F)C(F)(F)I
3439,103015-84-5,Nc1cc(Cl)c(OC(F)(F)C(F)C(F)(F)F)cc1Cl
3440,66551-19-7,CCCN(CC(=O)O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3441,1882109-75-2,O=C(O)C(F)(F)C(F)(C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F
3442,28793-36-4,O=C(O)CCC(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)F
3443,852527-43-6,O=C(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)ON1C(=O)CCC1=O
3444,924894-08-6,O=S(=O)(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3445,93762-11-9,CN(CCO)S(=O)(=O)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F
3446,356-26-3,CCOC(O)C(F)(F)C(F)(F)C(F)(F)F
3447,89004-77-3,C=C(C)C(=O)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3448,433333-62-1,O=C([O-])CCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Li+]
3449,183873-55-4,CCCCCOC(=O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F
3450,131851-20-2,CCCCCCCCCCC=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3451,97298-47-0,CN(CC(=O)[O-])S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Cl-].[Cl-].[Cl-].[Cl-].[Cl-].[Cl-].[Cr+3].[Cr+3].[Cr+3].[OH-].[OH-]
3452,74256-15-8,C=C(C)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F
3453,124921-25-1,CCCCCCCCCC/C=C/C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3454,242142-80-9,FC(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCI
3455,55776-72-2,O=P(OCC(F)(F)C(F)(F)C(F)(F)F)(c1ccccc1)c1ccccc1
3456,1997344-07-6,O=S([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Na+]
3457,344282-15-1,O=C(Nc1ccccc1F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3458,94158-68-6,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC1CO1
3459,306976-22-7,O=C=NC(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)N=C=O
3460,1610931-28-6,Fc1c(F)c(F)c2c(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)n[nH]c2c1F
3461,1190430-19-3,CCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3462,1612778-37-6,O=[N+]([O-])c1ccc(/C=N/[S@@](=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1
3463,1807944-82-6,O=S(=O)([O-])CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.O=S(=O)([O-])CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Ba+2]
3464,135588-58-8,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3465,862130-87-8,Cc1cc(C(F)(C(F)(F)F)C(F)(F)F)cc(C)c1NC(=O)c1cccc(NC(=O)c2ccc(F)cc2Cl)c1
3466,59665-26-8,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(Br)(Br)CBr
3467,714975-29-8,CNc1nnc(C(F)(F)C(F)(F)C(F)(F)F)o1
3468,89373-67-1,O=C(Cl)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3469,129838-41-1,CCCCCCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3470,220689-12-3,CCCC[P+](CCCC)(CCCC)CCCC.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3471,1355554-19-6,Cc1c(C(=O)O)ccc(C(F)(C(F)(F)F)C(F)(F)F)c1S(C)=O
3472,141822-33-5,CN(C)c1ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1
3473,7309-84-4,O=C1OC(F)(C(F)(F)F)C(F)(F)OC1(F)C(F)(F)F
3474,147224-17-7,CC(C)OC(=O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F
3475,548479-70-5,O=C(Nc1ccccc1NC(=O)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F
3476,92746-93-5,O=C(OCCO)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3477,38392-11-9,O=C(OCc1ccccc1)C(F)(C(F)(F)F)C(F)(F)F
3478,68391-09-3,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[K+]
3479,163702-08-7,COC(F)(F)C(F)(C(F)(F)F)C(F)(F)F
3480,100645-99-6,CC(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F
3481,70225-20-6,C[N+](C)(C)CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.C[N+](C)(C)CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.O=S(=O)([O-])[O-]
3482,67584-53-6,CCN(CC(=O)[O-])S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[K+]
3483,521069-00-1,C[SiH](O[Si](C)(C)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)O[Si](C)(C)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3484,136909-80-3,C=C(CC(F)(F)C(F)(F)C(F)(F)F)OC(C)=O
3485,377-64-0,CCOC(=O)CC(S)C(F)(F)C(F)(F)C(F)(F)F
3486,363158-84-3,O=C(O)CC(F)(F)C(F)(F)OC(F)(F)C(F)(F)S(=O)(=O)F
3487,1355554-27-6,Cc1c(C(=O)O)ccc(C(F)(C(F)(F)F)C(F)(F)F)c1S(=O)C(C)C
3488,68298-72-6,C=C(C)C(=O)OCC(C)OC(=O)Nc1cc(NC(=O)OCCN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)ccc1C
3489,24394-25-0,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(I)C(F)(F)F
3490,74701-33-0,O=C(O)c1ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1
3491,51249-69-5,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)/C=C/C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3492,17978-76-6,CC(C)(C)/C([O-])=C/C(=O)C(F)(F)C(F)(F)C(F)(F)F.CC(C)(C)/C([O-])=C/C(=O)C(F)(F)C(F)(F)C(F)(F)F.CC(C)(C)/C([O-])=C/C(=O)C(F)(F)C(F)(F)C(F)(F)F.[Nd+3]
3493,133310-69-7,CCCCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3494,864071-08-9,O=[13C](O)[13C](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3495,90292-32-3,CCCCC/C=C(\F)C(F)(F)C(F)(F)C(F)(F)F
3496,1882109-73-0,O=C(O)C(F)(C(F)(F)F)C(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F
3497,862134-29-0,Cc1cc(C(F)(C(F)(F)F)C(F)(F)F)cc(C)c1NC(=O)c1cccc(N(C)C(=O)c2ccc(F)cc2Cl)c1F
3498,88951-15-9,COC(=O)C1CCC(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC1
3499,133310-71-1,CCCCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3500,92340-26-6,CCN(CCOC(=O)CCC(=O)[O-])S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[K+]
3501,17559-01-2,C=CC(=O)OCC(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F
3502,1383437-42-0,FC(F)(F)C(F)(COP1(OCC(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F)=NP(OCC(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F)(OCC(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F)=NP(OCC(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F)(OCC(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F)=N1)OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F
3503,1612778-40-1,O=[S@](/N=C/c1ccccc1F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3504,82633-69-0,Cc1[nH]nc(C(F)(F)C(F)(F)C(F)(F)F)c1[N+](=O)[O-]
3505,113584-36-4,CCCCCC(=O)N1CCN(S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC1
3506,570420-18-7,CCCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3507,521069-01-2,C[Si](C)(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)O[Si](C)(Cl)O[Si](C)(C)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3508,38550-46-8,OCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3509,307-31-3,N=C(N)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3510,110927-73-6,C=C(Cl)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3511,181214-74-4,COC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3512,140160-19-6,Cc1cc(OCC(F)(F)C(F)(F)C(F)(F)F)cc[n+]1C
3513,307-87-9,C=CC(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3514,3109-94-2,O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[K+]
3515,136909-75-6,CC(=O)OC(C)CC(F)(F)C(F)(F)C(F)(F)F
3516,376-88-5,CCOC(=O)CC(C[N+](=O)[O-])C(F)(F)C(F)(F)C(F)(F)F
3517,305849-13-2,O=C(Nc1ccccc1)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3518,221466-77-9,C=CCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3519,35605-76-6,O=C(O)C(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3520,356-30-9,CC(=O)CC(=O)C(F)(F)C(F)(F)C(F)(F)F
3521,375-82-6,OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3522,59665-28-0,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)/C(Br)=C/Br
3523,1193009-98-1,CCCOCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3524,72276-07-4,C=CC(=O)OCCN(C)S(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3525,154380-34-4,CCO[Si](CCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(OC)OC
3526,84166-37-0,CC[N+](C)(CC)CCCNC(=O)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F.[I-]
3527,423-82-5,C=CC(=O)OCCN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3528,376-27-2,COC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3529,200862-70-0,O=C(CC(=O)C(F)(F)C(F)(F)C(F)(F)F)c1ccc(-c2ccc(S(=O)(=O)Cl)cc2-c2ccc(C(=O)CC(=O)C(F)(F)C(F)(F)C(F)(F)F)cc2)cc1
3530,95215-99-9,[N-]=[N+]=NP1(N=[N+]=[N-])=NC(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)=NC(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)=N1
3531,610778-27-3,COc1ccc(Br)cc1C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3532,160460-03-7,CCCCCCCCCCCCC=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3533,98219-29-5,O=C([O-])C[N+](CC=C(F)C(F)(F)C(F)(F)F)(CCO)CCS(=O)(=O)O
