,CAS,cSMILES
1821,56927-83-4,O=C(C=CC(=O)OCCCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OCCCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
1822,384828-82-4,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CCOCC1CO1
1823,2357-60-0,C=CC(=O)OCCN(CCC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
1824,120695-82-1,CCCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
1825,193197-68-1,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)c1ccc(P(c2ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2)c2ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2)cc1
1826,1882109-67-2,O=C(O)C(F)(F)C(C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
1827,346575-66-4,Cc1cc(C(F)(C(F)(F)F)C(F)(F)F)ccc1N1C(=O)c2cccc(I)c2C1=O
1828,94159-76-9,C[N+](CCO)(CCO)CC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F.[I-]
1829,1882109-58-1,O=C(O)C(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
1830,27213-61-2,*F.*F.*F.FC(F)C(F)C(F)C(F)C(F)(F)C(F)(F)C(F)(F)F
1831,63295-27-2,O=P(O)(O)OCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F
1832,68299-20-7,O=S(=O)([O-])c1ccccc1CNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Na+]
1833,290827-94-0,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCc1ccc(P(c2ccccc2)c2ccc(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2)cc1
1834,6996-01-6,C=COC(F)(F)C(F)(F)C(F)(F)F
1835,57325-44-7,CCCCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
1836,316827-33-5,NS(=O)(=O)c1ccc(CNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1
1837,93454-71-8,CCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
1838,243128-40-7,O=C(O)CCC(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F
1839,90715-84-7,O=C1NCC(C(F)(F)C(F)(F)C(F)(F)F)C(=O)N1
1840,41405-35-0,O=C(Cl)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F
1841,1401315-55-6,OC1(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=CCCO1
1842,59158-81-5,C=CCOC(F)(F)C(F)C(F)(F)F
1843,178094-73-0,C[N+](C)([O-])CCC[N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[K+]
1844,66959-14-6,O=S(=O)(OCC(F)(F)C(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
1845,51032-47-4,O=S(=O)([O-])c1ccccc1CNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Na+]
1846,1355554-16-3,Cc1c(C(=O)O)ccc(C(F)(C(F)(F)F)C(F)(F)F)c1SC(C)(C)C
1847,424-32-8,FC(F)=NC(F)(F)C(F)(F)C(F)(F)C(F)(F)F
1848,1030606-42-8,Cc1c(C(F)(F)C(F)(F)C(F)(F)F)[nH]c2ccccc12
1849,93131-73-8,Cc1ccc(OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1
1850,70501-47-2,O=C(Nc1ncn[nH]1)C(F)(F)C(F)(F)C(F)(F)F
1851,147224-19-9,O=C(OCc1ccccc1)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F
1852,96146-10-0,O=C1CC(C(F)(F)C(F)(F)C(F)(F)F)=Nc2ccccc2N1
1853,1361253-41-9,CCOC(=O)CCC(F)(F)COS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
1854,67584-60-5,C=C(C)C(=O)OCCN(C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
1855,307-60-8,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I
1856,1228786-78-4,OC(c1ccc(Br)cc1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
1857,7365-36-8,CCCCCCCCCCCCCCOC(=O)C(F)(F)C(F)(F)C(F)(F)F
1858,563-09-7,O=P(OCC(F)(F)C(F)(F)C(F)(F)F)(OCC(F)(F)C(F)(F)C(F)(F)F)OCC(F)(F)C(F)(F)C(F)(F)F
1859,78974-41-1,O=P(O)(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F
1860,76145-88-5,CCOC(=O)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F
1861,68259-11-0,O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[NH4+]
1862,874288-98-9,FC(F)(F)OC(F)(F)OC(F)(Cl)C(F)(F)Cl
1863,2266-82-2,C1CNCCN1.O=C(O)C(F)(F)OC(F)(F)F
1864,2648-47-7,O=CC(F)(F)C(F)(F)C(F)(F)C(F)F
1865,147224-16-6,CCCOC(=O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F
1866,74942-19-1,FC(F)(F)C(F)(F)C(F)(F)C1(F)OC1(F)F
1867,15364-19-9,OCCCCCCCCCC=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
1868,210972-74-0,O=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
1869,17741-60-5,C=CC(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
1870,100550-11-6,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
1871,80791-11-3,COC(=O)c1cccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1
1872,66008-67-1,C=CC(=O)OCCN(C)S(=O)(=O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
1873,272451-64-6,FC(F)(CCI)CC(F)(F)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F
1874,131545-70-5,Oc1cccc(CCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1O
1875,134330-95-3,O=C(/C(F)=C(/F)C(F)(C(F)(F)F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F
1876,29457-72-5,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Li+]
1877,38550-45-7,OCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
1878,136909-72-3,CC(=O)CC(F)(F)C(F)(F)C(F)(F)F
1879,67710-48-9,NC(=O)C(F)(OC(F)(F)F)C(F)(F)F
1880,93857-44-4,O=P([O-])([O-])OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[NH4+].[NH4+]
1881,78960-85-7,OC(c1ccccc1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
1882,27619-89-2,O=S(=O)(Cl)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
1883,113823-56-6,Cc1ccc(S(=O)(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1
1884,559-96-6,O=C(Cc1ccccc1)C(F)(F)C(F)(F)C(F)(F)F
1885,176702-75-3,O=C(N1CCCCC1)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F
1886,94200-50-7,O=P([O-])([O-])OCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F.[NH4+].[NH4+]
1887,93857-43-3,O=P([O-])([O-])OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F.[NH4+].[NH4+]
1888,94158-69-7,O=P(O)(O)OCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
1889,109230-68-4,O=[N+]([O-])c1ccc(OCC(F)(F)C(F)(F)C(F)(F)F)cc1
1890,467220-81-1,OC[C@H]1O[C@H](O)[C@@](O)(C(F)(F)C(F)(F)C(F)(F)F)[C@@H]1O
1891,103831-29-4,CN(C)CCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
1892,157430-71-2,FC(F)(F)C(F)(F)C(F)(F)/C=C/I
1893,902456-09-1,COc1ccc(C(OC[C@H]2O[C@@H](n3cc(C)c(=O)[nH]c3=O)C[C@@H]2OP(OCCC#N)N(C(C)C)C(C)C)(c2ccc(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2)c2ccc(OC)cc2)cc1
1894,57325-40-3,CCCC/C=C/C(F)(F)C(F)(F)C(F)(F)F
1895,4089-58-1,O=C(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)S(=O)(=O)F)C(F)(F)F)C(F)(F)F
1896,862133-14-0,Cc1cc(C(F)(C(F)(F)F)C(F)(F)F)cc(C)c1NC(=O)c1cccc(NC(=O)c2ccc(F)cc2[N+](=O)[O-])c1F
1897,25978-98-7,N=C(N)NNC(=O)C(F)(F)C(F)(F)C(F)(F)F
1898,81190-31-0,OCC#CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F
1899,97571-69-2,FC1(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC1(F)F
1900,351346-36-6,Cc1cc(C)nc(Sc2ccc3nnc(C(F)(F)C(F)(F)C(F)(F)F)n3n2)n1
1901,307-62-0,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
1902,73019-20-2,CCCN(CCNC(=O)c1ccc(C)c(C(=O)NCCN(C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
1903,129846-67-9,C=CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F
1904,60270-55-5,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[K+]
1905,307-59-5,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
1906,340034-61-9,CCCCC(CC)COC(=O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F
1907,67906-70-1,C=C(C)C(=O)OCCN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
1908,129590-24-5,O=C(O)c1ccc(OCC(F)(F)C(F)(F)C(F)(F)F)cc1
1909,1980086-18-7,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC(I)CCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
1910,148626-04-4,C=C/C=C/C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
1911,80791-09-9,CN(C)c1ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1
1912,66325-97-1,FC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
1913,68957-62-0,CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
1914,375-61-1,FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
1915,88951-27-3,O=C(O)C1CCC(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC1
1916,253342-14-2,CCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F
1917,24716-85-6,FC(F)(F)C(F)(/C=C\I)C(F)(F)F
1918,325459-92-5,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCc1ccc(P(c2ccc(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2)c2ccc(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2)cc1
1919,609818-38-4,FC(F)=C(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)OC(F)(F)F
1920,70414-12-9,FC(F)(F)C(F)(F)C(F)(F)c1nccc2ccccc12
1921,799267-73-5,CCCCCCCCC(OS(=O)(=O)[O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Na+]
1922,160460-04-8,CCCCCCCCCCCCC=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
1923,80233-96-1,OCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F
1924,88022-46-2,COC(=O)C(F)=C(F)C(F)(F)C(F)(F)C(F)(F)F
1925,122590-97-0,O=C(Nc1ccccc1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
1926,65104-67-8,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
1927,84108-41-8,CC(C)([N+](=O)[O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
1928,42060-64-0,O=S1(=O)C(F)(F)C(F)(F)C(F)(F)C1(F)F
1929,1765-48-6,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F
1930,428-59-1,FC(F)(F)C1(F)OC1(F)F
1931,335-53-5,O=C(Cl)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
1932,178094-71-8,C[N+](C)([O-])CCC[N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[K+]
1933,57677-98-2,O=P(O)(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.OCCNCCO
1934,242812-05-1,CC(C)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
1935,77893-60-8,CC(=O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
1936,1404193-88-9,OCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
1937,94166-88-8,O=C(CC(C(=O)OCC(F)(F)C(F)(F)F)S(=O)(=O)[O-])OCC(F)(F)C(F)(F)F.[Na+]
1938,307-99-3,FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F
1939,67963-75-1,O=C([O-])C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F.[Na+]
1940,52550-45-5,CCCN(CCOCCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
1941,2927-83-5,O=C(F)C(F)(OC(F)(F)F)C(F)(F)F
1942,330548-64-6,C[C@H](NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=O)O
1943,73353-26-1,CN(C)CCCNCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F
1944,29765-95-5,NS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
1945,23375-29-3,O=S(=O)(Nc1ccc(F)cc1F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
1946,1338083-27-4,CC1(C)OB(c2ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)s2)OC1(C)C
1947,168920-97-6,O=C(CC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1ccccc1
1948,70225-26-2,C[N+](C)(C)CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.C[N+](C)(C)CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.O=S(=O)([O-])[O-]
1949,376-04-5,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I
1950,109856-51-1,CCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
1951,78693-85-3,OCC(F)(OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F
1952,183873-54-3,CC(C)COC(=O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F
1953,68259-14-3,CNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
1954,240129-42-4,CC(CCCC(F)(C(F)(F)F)C(F)(F)F)[C@H]1CC[C@H]2[C@H]3[C@H](CC[C@@]21C)[C@@]1(C)CC[C@H](O)CC1=C[C@@H]3O
1955,1244062-18-7,CCCCCCCCCCCCCCC=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
1956,153910-97-5,COc1ccccc1C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
1957,322647-83-6,FC(F)(F)C(F)(F)C(F)(F)C(Cc1ccc(P(c2ccccc2)c2ccc(CC(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F)cc2)cc1)(C(F)(F)F)C(F)(F)F
1958,1355555-09-7,CCc1c(C(=O)O)ccc(C(F)(C(F)(F)F)C(F)(F)F)c1S(C)(=O)=O
1959,1816283-37-0,FC(F)(F)C(F)(F)C(F)(F)c1cc(Br)ccn1
1960,144237-77-4,O=C(N1CCOCC1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
1961,1691-99-2,CCN(CCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
1962,756-12-7,O=C(C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F
1963,40735-32-8,CCCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F
1964,1574401-92-5,CCOC(=O)c1ccc(C(F)(F)C(F)(F)C(F)(F)F)nc1
1965,93367-04-5,F[C-](F)C(F)(F)C(F)(F)C(F)(F)F.F[C-](F)C(F)(F)C(F)(F)C(F)(F)F.[Cd+2]
1966,55120-77-9,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Li+]
1967,135841-49-5,C[Si](C)(C)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
1968,296886-61-8,FC(F)(F)C(F)(F)C(F)(F)c1nnc2ccc(N3CCOCC3)nn12
1969,59665-23-5,C=C(Br)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
1970,336-08-3,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)O
1971,30556-86-6,NCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
1972,94159-83-8,CN(C)CCCNC(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F
1973,375-88-2,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Br
1974,588668-97-7,O=S1(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)C1(F)F.[K+]
1975,13230-87-0,COc1ccc(CCNC(=O)C(F)(F)C(F)(F)C(F)(F)F)cc1OC
1976,1882109-70-7,O=C(O)C(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F
1977,1600-71-1,FC(F)(F)C(F)(N1C(F)(F)C(F)(F)OC(F)(F)C1(F)F)C(F)(F)F
1978,1262446-14-9,O=S(=O)([O-])OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[K+]
1979,59006-65-4,C=C(C)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F
1980,2070-60-2,COC(=O)CCC(F)(F)C(F)(F)C(F)(F)F
1981,307-79-9,COC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
1982,92835-82-0,OC/C(I)=C\C(F)(F)C(F)(F)C(F)(F)F
1983,1287702-47-9,CCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
1984,130114-31-7,C[N+](C)(CCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC(=O)[O-]
1985,74612-30-9,C[Si](C)(Cl)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
1986,959462-53-4,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
1987,51800-99-8,CC1(C)[C@@H]2CC[C@@]1(C)C(=O)C2C(=O)C(F)(F)C(F)(F)C(F)(F)F
1988,65975-15-7,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I
1989,484022-20-0,O=S(=O)(NCCO)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.OCCNCCO
1990,755-02-2,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
1991,72623-70-2,O=C(Cl)CC(F)(F)C(F)(F)F
1992,67939-94-0,CCN(CCOP(=O)(OCCN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OCCN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
1993,200337-06-0,FC(F)(F)C(F)(F)C(F)(F)CSCc1ccccc1
1994,148240-86-2,O=P(O)(O)OCC(CO)(CSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F
1995,1274903-97-7,FC(F)(F)C(F)(CCBr)C(F)(F)F
1996,662-50-0,NC(=O)C(F)(F)C(F)(F)C(F)(F)F
1997,160994-59-2,O=C(CC(C(=O)OC(F)(F)C(F)(F)F)S(=O)(=O)[O-])OC(F)(F)C(F)(F)F.[Na+]
1998,119403-53-1,O=C(NCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
1999,335-71-7,O=S(=O)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
2000,75330-20-0,*F.*F.*I.FC(F)C(F)C(F)C(F)(F)C(F)(F)F
2001,19430-93-4,C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F
2002,147274-18-8,OCC(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
2003,86556-81-2,O=C(O)C(F)(F)C(F)(F)C(F)(F)OC(F)(Cl)C(F)(F)Cl
